"start";"end";"SurveyDate";"Distance";"Stream";"Type";"Quantity";"Species";"ReddStatus";"CarcassLocation";"Predation";"AdiposeFin";"Length_in";"Width_in";"Spawned";"CarcassAge";"Sex";"LifeStage";"Notes";"Location";"Location_latitude";"Location_longitude";"Location_altitude";"Location_precision";"Initials";"id";"uuid";"submission_time";"validation_status";"notes";"status";"submitted_by";"_version__";"tags";"index"
"2023-11-07T10:27:36.853-08:00";"2023-11-07T10:29:58.614-08:00";"2023-11-07";"0";"Piper's Creek";"Dead";"";"Chum";"";"On creek bank";"Predation";"";"22.5";"4.5";"Unknown";"Greater than 24 hours";"Unknown";"Adult";"Besch";"47.711197 -122.380136 4.582851409912109 3.5555776700232418";"47.711197";"-122.380136";"4.582851409912109";"3.5555776700232418";"BMc";"285643590";"59e5595c-a1ba-4546-a2f0-a3797751fc68";"2023-11-07T18:29:59";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"128"
"2023-11-07T10:29:34.488-08:00";"2023-11-07T10:31:28.354-08:00";"2023-11-07";"200";"Piper's Creek";"Live";"6";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711865 -122.378432 8.467679716646671 16.344632701532444";"47.711865";"-122.378432";"8.467679716646671";"16.344632701532444";"JD";"285643819";"f4ebc6f0-24c4-46f4-bf89-c41ec694564d";"2023-11-07T18:31:29";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"129"
"2023-11-07T10:31:28.382-08:00";"2023-11-07T10:32:00.326-08:00";"2023-11-07";"200";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711657 -122.378323 9.412378189697973 11.556817552899375";"47.711657";"-122.378323";"9.412378189697973";"11.556817552899375";"JD";"285643945";"bd3f66d0-b3ad-405f-a46e-043a72df5b4e";"2023-11-07T18:32:01";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"130"
"2023-11-07T10:32:00.353-08:00";"2023-11-07T10:32:39.103-08:00";"2023-11-07";"200";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711869 -122.378285 8.972159984521568 17.0819443826734";"47.711869";"-122.378285";"8.972159984521568";"17.0819443826734";"JD";"285644030";"3af615ad-aee0-43e6-8d4f-6535d5717953";"2023-11-07T18:32:39";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"131"
"2023-11-07T10:32:39.129-08:00";"2023-11-07T10:33:25.471-08:00";"2023-11-07";"298";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711867 -122.378297 9.136885970830917 12.152536582704919";"47.711867";"-122.378297";"9.136885970830917";"12.152536582704919";"JD";"285644206";"adcf734b-6424-4901-94da-985c2cd13378";"2023-11-07T18:33:28";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"132"
"2023-11-07T10:33:25.497-08:00";"2023-11-07T10:33:57.324-08:00";"2023-11-07";"298";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711914 -122.378418 8.592086336580838 20.238644773007326";"47.711914";"-122.378418";"8.592086336580838";"20.238644773007326";"JD";"285644293";"8bfb37d8-6912-47fc-a829-039fc1daa93c";"2023-11-07T18:33:58";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"133"
"2023-11-07T10:32:49.357-08:00";"2023-11-07T10:33:57.527-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"BEACH, in Creek";"47.711697 -122.380113 4.044407607987523 11.798050351897789";"47.711697";"-122.380113";"4.044407607987523";"11.798050351897789";"ELC";"285644295";"0015b103-cd8e-46e1-b8fc-65a8d7ef394f";"2023-11-07T18:33:58";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"134"
"2023-11-07T10:33:21.116-08:00";"2023-11-07T10:33:57.830-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711666 -122.380023 -25.769256591796875 7.598999977111816";"47.711666";"-122.380023";"-25.769256591796875";"7.598999977111816";"LM";"285644300";"6cae7f91-1172-43f9-9948-be25089b2803";"2023-11-07T18:33:59";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"135"
"2023-11-07T10:26:25.729-08:00";"2023-11-07T10:36:18.395-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"Beach";"47.711678 -122.380065 -8.700000762939453 7.078000068664551";"47.711678";"-122.380065";"-8.700000762939453";"7.078000068664551";"DK";"285644699";"27dc22a6-631d-4401-a393-ac2c6d2271f7";"2023-11-07T18:36:19";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"136"
"2023-11-07T10:33:57.349-08:00";"2023-11-07T10:36:58.975-08:00";"2023-11-07";"298";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711971 -122.378503 8.998250007629395 86.85141753641545";"47.711971";"-122.378503";"8.998250007629395";"86.85141753641545";"JD";"285644801";"e4500a81-ee60-49fe-9b3e-17126141554f";"2023-11-07T18:37:00";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"137"
"2023-11-07T10:36:18.453-08:00";"2023-11-07T10:38:48.077-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"In culvert";"47.71197 -122.379932 -9.53961070923329 4.093999862670898";"47.71197";"-122.379932";"-9.53961070923329";"4.093999862670898";"DK";"285645399";"daa8dea6-941a-45de-9d04-7a19d4aee83e";"2023-11-07T18:38:48";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"138"
"2023-11-07T10:38:24.305-08:00";"2023-11-07T10:39:14.492-08:00";"2023-11-07";"0";"Piper's Creek";"Redd";"";"";"Inactive";"";"";"";"";"";"";"";"";"";"BEACH - just beyond culverts";"47.711936 -122.379948 4.484262457812605 9.937342968867089";"47.711936";"-122.379948";"4.484262457812605";"9.937342968867089";"ELC";"285645527";"5a2d4337-427d-49b2-b238-cdbc3175a773";"2023-11-07T18:39:15";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"139"
"2023-11-07T10:38:48.164-08:00";"2023-11-07T10:42:44.745-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"In culvert";"47.712088 -122.379654 22.505591616876163 17";"47.712088";"-122.379654";"22.505591616876163";"17";"DK";"285646293";"ad4ba0d1-763f-4437-9630-88da629aa6d1";"2023-11-07T18:42:45";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"140"
"2023-11-07T10:42:44.822-08:00";"2023-11-07T10:44:26.460-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"8";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"In culvert";"47.71188 -122.379601 46.30000305175781 5.642000198364258";"47.71188";"-122.379601";"46.30000305175781";"5.642000198364258";"DK";"285646921";"33507d87-59a3-4c93-851a-cd98e659782b";"2023-11-07T18:44:26";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"141"
"2023-11-07T10:36:59.032-08:00";"2023-11-07T10:45:19.649-08:00";"2023-11-07";"550";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711856 -122.37803 9.124265944585204 18.566570182091446";"47.711856";"-122.37803";"9.124265944585204";"18.566570182091446";"JD";"285647094";"5a1eeab1-076d-46e9-8840-30ea7092c3de";"2023-11-07T18:45:20";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"142"
"2023-11-07T10:45:19.706-08:00";"2023-11-07T10:45:47.771-08:00";"2023-11-07";"550";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711667 -122.377065 8.048530256572395 23.9368808812515";"47.711667";"-122.377065";"8.048530256572395";"23.9368808812515";"JD";"285647193";"0e4a887f-be61-4d0d-a0cd-fb03276132b2";"2023-11-07T18:45:48";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"143"
"2023-11-07T10:44:26.527-08:00";"2023-11-07T10:47:02.300-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"pool below culvert";"47.71187 -122.379425 21.805969472394615 5.197999954223633";"47.71187";"-122.379425";"21.805969472394615";"5.197999954223633";"DK";"285647508";"259b6d6f-da69-465e-abfd-893b96eefbeb";"2023-11-07T18:47:02";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"144"
"2023-11-07T10:47:02.369-08:00";"2023-11-07T10:48:44.321-08:00";"2023-11-07";"0";"Piper's Creek";"Live";"4";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"In pool below culvert";"47.711868 -122.379422 -22.36270816960474 8.277999877929688";"47.711868";"-122.379422";"-22.36270816960474";"8.277999877929688";"DK";"285647813";"3f4cd69c-863b-4802-83cc-02cd2e2c7073";"2023-11-07T18:48:45";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"145"
"2023-11-07T10:29:58.627-08:00";"2023-11-07T17:29:30.633-08:00";"2023-11-07";"30";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"No damage";"";"25.5";"6";"Unspawned";"Greater than 24 hours";"Male";"Adult";"SLF 07NOV2023 dropping inaccurate location";"";"";"";"";"";"BMc";"285649022";"b6ea5a78-f7ea-4db4-a4eb-839102187695";"2023-11-07T18:55:02";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"146"
"2023-11-07T08:26:33.604-08:00";"2023-11-07T10:56:36.520-08:00";"2023-11-07";"70";"Piper's Creek";"Dead";"";"Coho";"";"In creek";"No damage";"Yes";"21";"5.25";"Unspawned";"Less than 1 hour";"Male";"Adult";"";"";"";"";"";"";"Eas";"285649342";"414835de-a1b2-457b-a92f-63109594366e";"2023-11-07T18:56:37";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"147"
"2023-11-07T10:45:47.799-08:00";"2023-11-07T10:56:45.415-08:00";"2023-11-07";"705";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711565 -122.376733 8.96606288380074 29.33182376207056";"47.711565";"-122.376733";"8.96606288380074";"29.33182376207056";"JD";"285649376";"84a06f69-3ae0-4e25-ad33-96e2226afb4f";"2023-11-07T18:56:47";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"148"
"2023-11-07T10:56:45.481-08:00";"2023-11-07T10:57:32.676-08:00";"2023-11-07";"705";"Piper's Creek";"Live";"1";"Coho";"";"";"";"";"";"";"";"";"Female";"Adult";"JD";"47.711513 -122.376617 10.978532750257292 33.02254033591912";"47.711513";"-122.376617";"10.978532750257292";"33.02254033591912";"JD";"285649547";"2b7383e5-d030-4274-bd83-4dc7519552ff";"2023-11-07T18:57:33";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"149"
"2023-11-07T10:57:32.700-08:00";"2023-11-07T10:58:01.472-08:00";"2023-11-07";"705";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Unknown";"Adult";"";"47.711615 -122.376649 14.48667694319886 48.6595530711277";"47.711615";"-122.376649";"14.48667694319886";"48.6595530711277";"JD";"285649623";"0e18b154-2843-44fe-b3c3-8ed46898b450";"2023-11-07T18:58:02";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"150"
"2023-11-07T10:58:01.500-08:00";"2023-11-07T10:58:44.992-08:00";"2023-11-07";"700";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711534 -122.37659 10.369662497192621 27.612751541222238";"47.711534";"-122.37659";"10.369662497192621";"27.612751541222238";"JD";"285649739";"b52a3aa9-af04-46bf-b376-0e629a9aca22";"2023-11-07T18:58:45";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"151"
"2023-11-07T10:56:36.554-08:00";"2023-11-07T10:58:58.958-08:00";"2023-11-07";"70";"Piper's Creek";"Dead";"";"Coho";"";"In creek";"No damage";"Yes";"21";"5.25";"Unspawned";"Less than 1 hour";"Female";"Adult";"";"";"";"";"";"";"Eas";"285649774";"3c4bd01e-355b-4a0e-b15b-fc64523a473d";"2023-11-07T18:58:59";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"152"
"2023-11-07T10:20:45.437-08:00";"2023-11-07T17:43:37.195-08:00";"2023-11-07";"720";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"SLF 07NOV2023 dropping inaccurate location";"";"";"";"";"";"Lee";"285650107";"9fc96d4a-a226-4b89-9b91-695b432c7798";"2023-11-07T19:01:12";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"153"
"2023-11-07T11:01:12.142-08:00";"2023-11-07T11:02:29.387-08:00";"2023-11-07";"710";"Piper's Creek";"Live";"1";"Sea-run Cutthroat";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711485 -122.376476 10.047664642333984 7.813523006563915";"47.711485";"-122.376476";"10.047664642333984";"7.813523006563915";"Lee";"285650317";"f7ec18de-3bb3-48b4-acd0-71bfae77aa86";"2023-11-07T19:02:33";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"154"
"2023-11-07T10:48:44.392-08:00";"2023-11-07T11:05:09.386-08:00";"2023-11-07";"97";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Eye loss only";"";"25.5";"6";"Partially spawned";"12-24 hours";"Male";"Adult";"";"47.711853 -122.37904 -26.654630784563807 10.690999984741211";"47.711853";"-122.37904";"-26.654630784563807";"10.690999984741211";"DK";"285650855";"6091c69d-9331-4a4b-91f5-f617a5d01cb2";"2023-11-07T19:05:14";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"155"
"2023-11-07T11:02:29.407-08:00";"2023-11-07T11:07:13.267-08:00";"2023-11-07";"775";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"Lee";"47.711527 -122.376345 10.558467919006944 7.053995615039386";"47.711527";"-122.376345";"10.558467919006944";"7.053995615039386";"Lee";"285651258";"63edf59a-783c-488e-b5e3-c2e304aff623";"2023-11-07T19:07:15";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"156"
"2023-11-07T11:07:13.297-08:00";"2023-11-07T11:07:33.620-08:00";"2023-11-07";"780";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711513 -122.376351 16.191097259521484 4.289081245478173";"47.711513";"-122.376351";"16.191097259521484";"4.289081245478173";"Lee";"285651326";"029584b3-b15b-4012-b5fb-3598c1010ea6";"2023-11-07T19:07:34";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"157"
"2023-11-07T11:05:09.447-08:00";"2023-11-07T11:08:24.980-08:00";"2023-11-07";"103";"Venema Creek";"Dead";"";"Coho";"";"In creek";"Predation";"Yes";"20.5";"5";"Partially spawned";"Greater than 24 hours";"Male";"Adult";"";"47.711858 -122.378985 -26.693848924452773 7.956999778747559";"47.711858";"-122.378985";"-26.693848924452773";"7.956999778747559";"DK";"285651513";"8c0376e1-ddf0-4b38-bff2-eac49775f4ec";"2023-11-07T19:08:25";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"158"
"2023-11-07T10:55:01.447-08:00";"2023-11-07T11:09:35.487-08:00";"2023-11-07";"65";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"24";"5.5";"Spawned";"Greater than 24 hours";"Female";"Adult";"";"47.711723 -122.379302 12.555727005004883 78.86573222092012";"47.711723";"-122.379302";"12.555727005004883";"78.86573222092012";"BMc";"285651860";"b5763acd-852e-4a37-b7c4-7c8de47a0a9b";"2023-11-07T19:09:35";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"159"
"2023-11-07T11:09:35.520-08:00";"2023-11-07T11:10:51.695-08:00";"2023-11-07";"270";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"";"";"Unknown";"Greater than 24 hours";"Female";"Adult";"";"47.711848 -122.379145 7.267330224625766 7.823457178740371";"47.711848";"-122.379145";"7.267330224625766";"7.823457178740371";"BMc";"285652154";"c0c11dde-b23b-4f4f-aaac-08495f93cca8";"2023-11-07T19:10:52";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"160"
"2023-11-07T10:33:57.898-08:00";"2023-11-07T11:16:55.517-08:00";"2023-11-07";"240";"Piper's Creek";"Dead";"";"Coho";"";"Outside of creek";"Eye loss only";"Yes";"19.5";"4.5";"Unspawned";"Greater than 24 hours";"Male";"Adult";"";"47.711632 -122.378405 26.7227783203125 7.515999794006348";"47.711632";"-122.378405";"26.7227783203125";"7.515999794006348";"LM";"285653617";"81c0feb5-6afe-4ac2-8a69-b7ce82376709";"2023-11-07T19:16:58";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"161"
"2023-11-07T11:07:33.639-08:00";"2023-11-07T11:23:44.074-08:00";"2023-11-07";"910";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711633 -122.375573 9.338924462907016 6.789819904786228";"47.711633";"-122.375573";"9.338924462907016";"6.789819904786228";"Lee";"285654993";"af5d8a12-4cff-4b31-838b-9360fe451f03";"2023-11-07T19:23:46";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"162"
"2023-11-07T11:23:44.103-08:00";"2023-11-07T11:24:35.025-08:00";"2023-11-07";"910";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711485 -122.37565 9.63222885131836 6.2411124205360995";"47.711485";"-122.37565";"9.63222885131836";"6.2411124205360995";"Lee";"285655157";"f05edb3c-04d2-48fe-b30b-2ae20eb83882";"2023-11-07T19:24:36";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"163"
"2023-11-07T11:24:35.044-08:00";"2023-11-07T11:25:38.027-08:00";"2023-11-07";"925";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"Signs of redd building";"47.711477 -122.375661 9.525356347672641 4.824487008134781";"47.711477";"-122.375661";"9.525356347672641";"4.824487008134781";"Lee";"285655429";"e371f47b-bdeb-4ea0-abbd-0948e4060b7a";"2023-11-07T19:25:41";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"164"
"2023-11-07T11:25:38.046-08:00";"2023-11-07T11:31:43.049-08:00";"2023-11-07";"990";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711436 -122.375624 15.46251106262207 89.3011725210498";"47.711436";"-122.375624";"15.46251106262207";"89.3011725210498";"JD";"285656439";"8f9e0d5f-6af8-4964-ba61-729f06035a92";"2023-11-07T19:31:44";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"165"
"2023-11-07T11:31:43.077-08:00";"2023-11-07T11:33:20.203-08:00";"2023-11-07";"1140";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711588 -122.37478 14.648067474365234 5.4258955979273";"47.711588";"-122.37478";"14.648067474365234";"5.4258955979273";"JF";"285656734";"bbea714a-b166-4360-86f4-0daeb2ff418d";"2023-11-07T19:33:20";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"166"
"2023-11-07T11:16:55.554-08:00";"2023-11-07T11:32:09.278-08:00";"2023-11-07";"250";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Unknown";"";"24.25";"4.5";"Unknown";"Greater than 24 hours";"Female";"Adult";"";"47.712094 -122.3787 12.5582275390625 18.148000717163086";"47.712094";"-122.3787";"12.5582275390625";"18.148000717163086";"LM";"285656779";"8befa86d-de84-44b3-84a8-0e17ae828a4b";"2023-11-07T19:33:40";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"167"
"2023-11-07T11:33:20.228-08:00";"2023-11-07T11:33:51.528-08:00";"2023-11-07";"1130";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711617 -122.374818 15.164211329072714 6.428647711424702";"47.711617";"-122.374818";"15.164211329072714";"6.428647711424702";"JD";"285656830";"aae16809-0e76-4fc9-b063-214eb1fa27d9";"2023-11-07T19:33:52";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"168"
"2023-11-07T11:33:51.548-08:00";"2023-11-07T11:35:21.937-08:00";"2023-11-07";"1150";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711362 -122.374589 12.30105209350586 4.791354096195762";"47.711362";"-122.374589";"12.30105209350586";"4.791354096195762";"JD";"285657269";"ade9b8c5-b124-48e2-ba84-171d8bb50dbf";"2023-11-07T19:35:22";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"169"
"2023-11-07T11:35:21.958-08:00";"2023-11-07T11:36:04.142-08:00";"2023-11-07";"1150";"Piper's Creek";"Live";"3";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711356 -122.374618 11.631160790100694 11.263905331992197";"47.711356";"-122.374618";"11.631160790100694";"11.263905331992197";"JD";"285657342";"1f4be612-c1b1-45df-aae5-ae171d5134d8";"2023-11-07T19:36:04";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"170"
"2023-11-07T11:36:04.158-08:00";"2023-11-07T11:36:51.426-08:00";"2023-11-07";"1150";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711275 -122.374893 13.551815032958984 5.25327694827267";"47.711275";"-122.374893";"13.551815032958984";"5.25327694827267";"JD";"285657434";"b4ac27ba-df91-4fac-91dd-6b02a3dcff2e";"2023-11-07T19:36:52";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"171"
"2023-11-07T11:36:51.444-08:00";"2023-11-07T11:37:48.930-08:00";"2023-11-07";"1175";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711252 -122.374892 13.96725082397461 44.14251237167458";"47.711252";"-122.374892";"13.96725082397461";"44.14251237167458";"JD";"285657563";"6975601f-7bc4-4499-b084-5ccd399f85d7";"2023-11-07T19:37:50";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"172"
"2023-11-07T11:37:48.954-08:00";"2023-11-07T11:38:15.569-08:00";"2023-11-07";"1175";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Male";"Adult";"";"47.711369 -122.374926 8.34288215637207 56.32110440122612";"47.711369";"-122.374926";"8.34288215637207";"56.32110440122612";"JD";"285657626";"7a229e15-a6b9-442f-ad01-f6d0e840aaeb";"2023-11-07T19:38:16";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"173"
"2023-11-07T10:11:04.361-08:00";"2023-11-07T11:01:20.973-08:00";"2023-11-07";"705";"Piper's Creek";"Live";"2";"Unknown";"";"";"";"";"";"";"";"";"Unknown";"Adult";"Swam back under the car bridge";"";"";"";"";"";"Ph";"285657677";"ef5d3607-0075-4bce-9c40-e4769f759079";"2023-11-07T19:38:23";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"174"
"2023-11-07T11:38:15.585-08:00";"2023-11-07T11:38:51.773-08:00";"2023-11-07";"1200";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711233 -122.374877 2.3391686035320163 4.578964724378635";"47.711233";"-122.374877";"2.3391686035320163";"4.578964724378635";"JD";"285657821";"3b083644-74e7-475c-8fba-e8da2661cfa5";"2023-11-07T19:38:52";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"175"
"2023-11-07T11:10:51.710-08:00";"2023-11-07T11:39:06.830-08:00";"2023-11-07";"400";"Piper's Creek";"Dead";"";"Chum";"";"In creek";"Predation";"";"";"";"Unknown";"Greater than 24 hours";"Unknown";"Adult";"Skin left, otter predation?";"47.711638 -122.378495 9.298030853271484 5.679501493265969";"47.711638";"-122.378495";"9.298030853271484";"5.679501493265969";"BMc";"285657890";"80b8c424-de78-49a6-9570-ce8eee3fe17b";"2023-11-07T19:39:07";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"176"
"2023-11-07T11:38:51.793-08:00";"2023-11-07T11:39:54.191-08:00";"2023-11-07";"1210";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711238 -122.374882 6.295101165771484 5.197248881561582";"47.711238";"-122.374882";"6.295101165771484";"5.197248881561582";"JD";"285658135";"6a0e5a42-a612-42e0-a5f2-6a0db1b2a838";"2023-11-07T19:39:55";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"177"
"2023-11-07T11:39:54.209-08:00";"2023-11-07T11:40:35.108-08:00";"2023-11-07";"1210";"Piper's Creek";"Live";"2";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.711239 -122.374882 6.449428615160286 5.6239675201297885";"47.711239";"-122.374882";"6.449428615160286";"5.6239675201297885";"JD";"285658269";"171ea26d-18be-4683-a26b-78e33263afd7";"2023-11-07T19:40:35";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"178"
"2023-11-07T11:40:35.127-08:00";"2023-11-07T11:41:00.158-08:00";"2023-11-07";"1225";"Piper's Creek";"Live";"1";"Chum";"";"";"";"";"";"";"";"";"Female";"Adult";"";"47.710921 -122.374591 7.410243988037109 11.488784543930036";"47.710921";"-122.374591";"7.410243988037109";"11.488784543930036";"JD";"285658362";"d9a9baf7-372e-4067-8f3e-0e3c0a700473";"2023-11-07T19:41:00";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"179"
"2023-11-07T11:32:09.315-08:00";"2023-11-07T11:42:01.252-08:00";"2023-11-07";"275";"Piper's Creek";"Dead";"";"Coho";"";"In creek";"Eye loss only";"Yes";"22";"4.75";"Unknown";"Greater than 24 hours";"Female";"Adult";"";"47.711534 -122.378309 6.119525541493331 14.342000007629395";"47.711534";"-122.378309";"6.119525541493331";"14.342000007629395";"LM";"285658562";"f09d3bb7-9f32-4fa3-8fc5-63db614290fd";"2023-11-07T19:42:03";"";"";"submitted_via_web";"";"v4oRq8zyrmhK38LaXY7xkv";"";"180"
